0.049671,1.025049,-0.165799,-0.009402,0.756989,-0.923233,0.368673,-0.625563
0.070412,1.031090,-0.085191,0.311149,-0.922165,-1.351685,-0.393339,0.395804
0.232646,0.917805,0.203150,0.183131,0.869606,-0.975873,0.028745,0.494030
0.402626,0.991388,0.202611,0.560314,1.355638,1.053642,1.278452,0.260674
0.307574,0.972942,0.103202,0.545128,0.413435,-0.949399,0.191099,-0.550305
0.385890,0.840963,0.157694,0.627964,1.876796,2.632382,0.046437,-0.671623
0.642628,1.061254,0.416607,0.831869,-0.773789,0.493318,-1.359856,-0.025554
0.633409,0.878120,0.069605,0.769599,-1.244655,0.184836,0.746254,1.172729
0.577719,0.661761,0.324185,0.892546,-1.778720,-0.858358,0.645484,0.543600
0.742483,0.791151,0.201172,0.818929,1.496044,0.700310,2.163255,-0.370614
0.700554,0.567474,0.224920,1.287992,0.654366,-0.575638,-0.307778,0.771699
0.753681,0.678370,0.515057,0.965052,-0.055585,0.122010,0.219150,-2.848543
0.872120,0.645977,0.487231,0.794041,0.279969,2.560085,0.249384,1.148766
0.698238,0.374738,0.511695,0.844816,-1.125489,-0.096060,1.577453,-1.739714
0.752393,0.476585,0.636935,0.686521,2.445752,1.149273,-0.095296,-0.362441
0.897400,0.342263,0.406885,0.540911,0.129221,-0.703176,0.279022,-1.119670
0.874311,0.301789,0.565921,0.520573,0.109395,-0.034988,0.607897,-1.294681
1.022048,0.326300,0.394322,0.384306,0.725767,1.770801,0.186609,1.160827
0.907809,0.028148,0.548055,0.025652,0.481009,-0.626967,-0.446434,-0.467701
0.858270,-0.106995,0.484039,-0.149584,0.223884,1.812449,0.194090,0.346504
1.139848,-0.204657,0.556312,-0.271114,-0.790474,0.707752,1.073632,-0.046921
0.957429,-0.280547,0.682790,-0.735264,0.471468,-0.562467,-1.026515,0.477041
0.966515,-0.288523,0.426960,-0.766306,1.882024,0.632408,0.132970,0.076822
0.790221,-0.326548,1.035927,-0.467747,1.345420,0.972554,-0.700121,-1.282992
0.844561,-0.410281,0.443092,-0.540688,1.593187,0.621810,1.195047,0.996267
0.870004,-0.429405,0.428303,-0.917093,-0.511216,-1.570225,-1.523187,-0.493757
0.697619,-0.581356,0.929609,-0.860588,-0.989605,-0.727137,-0.558922,-1.556582
0.798318,-0.503694,0.883165,-0.940835,-0.125787,-0.247519,0.377212,-0.428115
0.643306,-0.737290,0.876502,-0.538112,0.055725,-0.074433,1.565524,1.500760
0.611822,-0.495531,0.904193,-0.816047,1.094192,0.620672,-0.065750,0.850222
0.513885,-0.756249,0.802920,-0.959280,-1.692465,0.177701,-0.555200,-0.348652
0.688268,-0.949979,0.652764,-1.012849,1.529550,-1.335344,1.881157,-0.349258
0.427099,-1.010656,0.874221,-1.015230,-0.158008,0.380198,-1.448014,-0.321635
0.245040,-0.888199,0.750474,-0.626511,-0.426881,0.610586,-2.198806,2.076748
0.352934,-0.985016,1.107776,-0.634602,-1.012104,0.559790,0.440014,0.381935
0.066539,-0.910649,0.910186,-0.583814,-1.654857,1.080781,-0.502054,0.430042
0.126114,-0.947124,0.801344,-0.306272,0.823171,0.833922,-1.021233,1.030283
-0.174884,-1.007061,0.929011,-0.204389,0.073318,0.459180,0.708356,0.238789
-0.196030,-1.082680,1.102721,0.379241,-1.289961,-0.070166,0.243801,-0.259042
-0.127370,-1.140613,0.934235,0.423161,-1.295079,-1.660961,-0.564079,-0.196350
-0.156009,-1.017876,0.909381,0.446207,-0.335785,0.429618,-1.280304,-0.071601
-0.293885,-0.864763,1.149409,0.813183,1.669022,0.207688,0.872457,-0.037222
-0.401541,-0.899416,1.176510,0.729805,-0.259591,0.271579,0.650201,0.727630
-0.496269,-1.009275,1.052974,0.695630,-1.503143,-1.276749,-0.099176,0.051946
-0.686880,-0.824970,1.087000,1.136501,-0.245743,-1.081057,1.846637,0.732640
-0.680049,-0.755356,1.254464,1.046306,-0.272724,1.053153,-1.070085,-0.080717
-0.718842,-0.828230,0.945282,0.839915,-2.696887,-0.039555,-1.525525,0.078635
-0.626998,-0.665168,0.980252,0.968728,-0.054295,0.681501,-0.691908,-1.998201
-0.753072,-0.610579,1.144902,0.839405,-0.230935,0.028318,-0.045586,0.916328
-1.012863,-0.662174,1.272747,0.709243,0.696206,0.029756,0.243339,0.346488
-0.847329,-0.439681,1.404463,0.975486,1.848956,0.938284,-0.241236,0.998010
-0.955171,-0.343583,1.664199,1.019123,1.126565,-0.516045,0.352055,-2.896255
-1.014763,-0.212718,1.567505,0.398279,-0.268889,0.096121,-1.251539,2.088375
-0.909580,-0.134723,1.390831,0.550604,-1.106526,-0.462275,1.443765,-0.139590
-0.884423,-0.295243,1.445861,0.213425,2.573360,-0.434496,-0.082151,1.108183
-0.904150,-0.167511,1.276004,0.073988,0.059218,-0.309172,1.117296,-1.039906
-1.083866,0.062046,1.499653,-0.109942,0.013929,0.222134,0.342725,0.612774
-1.026423,0.146117,1.472470,-0.318222,-0.024125,-0.478749,0.456753,-1.053416
-0.950857,0.229765,1.621591,-0.343533,0.198085,1.255756,0.569767,-0.623769
-0.867915,0.645789,1.418446,-0.627683,-0.144360,-0.894607,0.447709,1.914031
-0.988010,0.398008,1.714608,-0.600423,-0.573662,-0.186872,0.642723,-0.190682
-0.926599,0.532456,1.944132,-0.768284,-0.546859,-0.439731,1.329153,0.217433
-0.980152,0.589301,1.642678,-0.894754,-0.032753,1.446978,0.196521,0.870068
-0.944443,0.630531,1.771618,-1.068831,-0.543425,0.196555,0.709004,0.495682
-0.693010,0.601337,1.856150,-1.066522,-0.712846,1.031845,-0.089736,0.150419
-0.582576,0.771734,1.664722,-0.886191,0.106430,-1.485560,1.440117,0.364961
-0.664232,0.676581,1.816631,-0.915486,-0.254977,0.267050,-0.676392,2.403416
-0.490838,0.782849,1.801176,-1.100262,1.503993,0.889631,1.800940,-0.057619
-0.484986,0.804929,1.845039,-0.874666,-2.650970,0.082284,-0.040158,0.201099
-0.511915,0.902520,1.697747,-0.687546,1.091507,1.065480,-1.430775,1.050654
-0.334336,1.160308,1.884097,-0.938638,1.246085,-0.517288,0.128104,1.105526
-0.137111,0.770022,2.005640,-0.475161,-2.073390,1.409347,-0.681052,1.187030
-0.212869,1.046480,2.223115,-0.508697,-0.342688,2.298898,0.840644,0.638730
0.030294,0.830737,2.151586,-0.164734,-0.371441,-0.362839,-0.652624,-1.143005
-0.304131,0.951918,2.417214,-0.198727,-1.407512,-0.445503,-0.446183,1.633432
0.124347,1.108006,1.859953,-0.186494,-0.777817,1.453384,-1.889541,-1.146345
0.134875,0.998437,2.214733,0.006192,-1.110576,1.579572,-0.452306,0.302635
0.179386,0.870080,2.103782,0.416516,1.752270,-0.522860,-2.423879,-0.754276
0.300091,0.885218,2.531920,0.595624,0.935678,-0.420187,-1.583903,-0.064138
0.171719,0.996802,1.959146,0.552580,1.271555,-0.281785,0.760415,0.328762
0.425436,0.821296,1.979707,0.896043,0.721672,-1.344451,0.785800,0.321357
0.556861,0.875111,2.054618,0.640338,-1.129052,-0.918652,0.425458,0.421921
0.738981,0.811088,1.776563,0.943717,-0.524520,-1.004141,-0.966976,1.613711
0.605204,0.688704,2.123037,0.808971,0.489375,-0.767798,-0.047711,0.453534
0.637350,0.910231,2.103207,0.901724,-1.222128,-0.034685,-0.003603,-0.244157
0.724087,0.696256,2.311958,0.987116,0.712998,0.234215,-1.158365,0.964087
0.916362,0.362878,2.377076,0.803634,-0.240325,1.550500,1.503398,1.189470
0.902393,0.512547,2.710805,0.801229,-0.374821,-0.998354,0.877362,-1.227608
0.855057,0.352720,2.552501,0.911692,0.710960,0.984322,-0.220964,0.597400
0.991419,0.426163,2.273881,0.554457,0.444263,-0.213989,0.026886,0.701173
0.975177,0.181264,2.236424,0.628394,-0.360966,-0.049464,0.208383,-0.297564
1.080848,0.166787,2.541337,0.181355,1.159330,0.674819,-2.041735,1.375707
0.925297,0.145237,2.205752,0.268094,-1.081063,-1.122722,-0.247177,-0.150056
0.967178,0.097118,2.862936,0.237318,0.615936,0.382410,-0.681984,0.125576
0.958068,-0.193758,2.759378,-0.517803,0.593101,0.166452,-1.001620,-0.173072
0.841171,-0.190926,2.456500,-0.430556,-0.309546,0.492451,-0.281100,0.015579
1.000359,-0.287597,2.234554,-0.379598,0.326133,0.289169,1.797687,-1.096275
0.973177,-0.386356,2.874801,-0.638521,-1.251114,2.455300,0.640843,-1.440051
0.917174,-0.223117,2.607965,-0.677038,0.924027,-0.637740,-0.571179,1.594505
0.856279,-0.434961,2.905281,-0.927157,-0.184902,-0.530997,0.572583,-0.846961
0.695022,-0.673965,2.365678,-0.903674,-0.522723,-0.623141,1.399355,-0.991392
0.745369,-0.524613,2.591534,-0.994099,1.049009,-0.555477,0.924634,-2.153390
0.698439,-0.468325,2.739304,-0.822111,-0.704344,-0.637387,0.059630,-0.638962
0.592551,-0.636597,2.774497,-0.957339,-1.408461,1.189017,-0.646937,-1.323090
0.591936,-0.945825,2.701933,-0.914829,-1.556629,1.420504,0.698223,1.642015
0.579432,-0.890712,2.943362,-0.969814,0.606010,-0.570746,0.393485,1.009817
0.654777,-0.758010,2.632113,-0.897963,-1.280429,-0.832356,0.895193,-0.688150
0.407434,-0.991592,2.844007,-0.783083,1.754794,0.471416,0.635172,2.252436
0.336777,-0.906021,2.923388,-0.532024,-2.081929,-0.552223,1.049553,0.981765
0.222411,-0.895761,3.029062,-0.510551,1.696456,0.632932,-0.535235,-0.324831
-0.044821,-1.081821,3.095343,-0.247449,0.211017,0.202923,1.317394,-2.499406
0.060560,-1.003953,2.754937,0.185140,-0.096713,-1.515744,0.197600,2.290943
-0.015060,-1.323904,2.699889,0.172825,-0.544919,1.547505,2.075261,-1.389572
0.141097,-1.096887,3.289092,0.160383,0.399136,1.795878,-0.689188,-1.645399
-0.207860,-1.007306,3.126865,0.550658,-0.037635,-0.612789,1.735964,1.022570
-0.240525,-1.087448,2.937551,0.459938,1.103302,-0.387702,0.197911,2.439752
-0.354282,-0.773205,3.424324,0.351312,0.114228,0.285865,-0.651418,1.384273
-0.545316,-1.046580,3.164075,0.623050,0.150302,0.334457,-0.483886,0.563909
-0.388758,-0.908267,3.403645,0.588899,-0.363612,0.658544,-0.320347,0.594754
-0.498863,-0.805742,3.208135,0.887366,-0.056946,2.010205,0.424166,0.853416
-0.561888,-0.623421,3.633626,0.986746,0.307802,-0.176947,0.522835,0.758929
-0.794308,-0.854410,3.599390,1.251410,-1.710168,-0.798297,-0.573700,0.281191
-0.620469,-0.532731,3.225375,1.036562,-1.348185,-1.379319,-0.024355,0.104201
-0.952904,-0.581633,3.496328,0.914206,0.743264,-0.730930,2.142270,-0.062593
-0.800226,-0.610274,3.457934,1.004149,0.170865,-0.033127,1.727543,-0.753965
-0.679954,-0.391740,3.629431,0.455763,-0.183983,1.794558,0.436324,-0.280675
-1.031750,-0.340757,3.189566,0.708121,0.018434,-0.517611,0.038003,-1.692957
-1.016392,-0.340835,3.546606,0.654657,0.347582,0.223788,0.120031,-0.098340
-0.970041,-0.191986,3.647927,0.168188,-0.539760,-0.016423,0.613518,-0.988591
-1.043631,-0.154236,3.111339,0.401419,-0.778305,1.188393,-1.022793,-1.103589
-1.154566,-0.020270,3.253281,0.113986,0.195845,2.526932,-0.257377,0.179894
-0.991755,0.118900,3.108932,-0.167521,-0.978373,-0.530869,-1.668584,1.392002
-1.096854,0.295222,3.489743,-0.175762,0.408253,-0.489439,0.399223,0.918317
-0.928234,0.095802,3.713978,-0.087844,-1.702584,1.044161,0.647196,-1.570501
-1.045571,0.514288,3.897787,-0.546776,1.029156,0.681891,-0.483186,-0.989628
-0.769891,0.185038,3.638980,-0.666137,0.472597,1.846707,1.573987,0.940771
-0.967892,0.441628,3.976730,-0.881623,0.256030,0.583928,-1.225766,-0.982487
-0.880130,0.588950,3.401832,-1.026476,0.982691,-0.359292,-1.464375,-0.224633
-0.718902,0.627760,3.364021,-0.835212,1.665474,0.590655,0.224452,0.550052
-0.869982,0.602672,3.720434,-1.121696,1.014370,1.108704,1.047098,-0.968344
-0.665481,0.704683,3.835202,-0.987876,-1.840874,0.820482,1.683928,0.105376
-0.493952,0.731592,3.778696,-1.047242,-1.279577,0.507274,-0.458884,-1.334025
-0.717414,0.771800,3.398592,-0.853038,-0.624819,1.066675,1.078681,-0.601368
-0.466244,0.959637,3.821102,-0.797875,0.026091,1.169296,-0.038508,0.319782
-0.383315,0.948100,3.604878,-0.591264,0.517659,1.382159,-0.172627,-1.592994
-0.252807,0.874343,4.026552,-0.701169,-0.725744,0.648710,0.883660,0.440475
-0.374018,1.058122,3.992783,-0.525188,0.186767,-0.167118,0.652323,-0.019638
-0.299923,1.016538,3.758333,-0.477804,-0.755383,0.146714,-1.576392,0.552490
-0.032044,1.077732,3.870381,-0.234521,-0.611518,1.206509,1.476540,0.223914
0.029698,1.062963,3.788157,0.056595,-1.406661,-0.816936,1.380091,1.364140
