-0.489821,1.313517,-0.488735,-1.152195,1.664170,1.194087
-0.493207,-2.843546,0.250369,-0.193626,1.411650,-1.533246
1.968900,0.801537,-0.356328,-1.443705,1.223099,-4.668630
-0.718408,-0.363665,-0.739960,-0.457885,1.460273,2.058775
-1.075615,0.096827,1.052818,-1.116408,-0.623342,1.232231
-1.217645,0.517737,-2.447211,-0.505908,1.888395,-2.295794
0.194512,-1.947951,-0.173340,-3.440811,-0.338465,1.017627
0.756867,1.237812,2.290855,1.155965,0.687315,-1.039040
3.072298,-2.642061,1.985923,-1.295462,-3.072151,0.197379
0.016518,0.112815,-1.175746,-0.216802,1.145057,-2.737685
-2.169321,0.418440,2.153164,2.738315,0.144914,-0.768693
0.169562,0.831847,0.636920,-0.993075,-1.152754,1.651212
-0.421374,-0.086468,1.089489,-0.602256,-0.416594,-1.131345
1.546654,-3.680272,-1.381500,-0.966893,-1.288704,3.703613
3.060977,-0.078423,-1.188417,-0.542803,-1.288292,1.132064
-1.734957,-0.634680,-1.940125,-1.798643,1.086644,0.660180
0.580511,-1.406903,0.633825,1.115278,-1.224277,2.955120
-1.194620,4.778158,0.175477,2.198540,0.931640,-0.473027
-1.816017,1.323906,-0.461934,-1.298130,1.782096,0.584425
0.126299,3.371517,-0.564319,-3.684978,-0.284424,1.043107
-0.176590,0.779842,-0.741617,1.449782,-1.814153,-0.153609
-0.482828,-0.093732,-1.085097,-0.977558,2.233790,0.092898
-2.833612,1.871258,1.414659,0.127218,0.529800,1.835705
-4.354773,-0.400622,-1.561002,1.835617,1.465711,1.452933
0.436534,-1.695905,-0.236362,0.232238,0.491807,1.199703
-1.736441,2.097422,-0.240499,0.756887,0.301463,2.687949
0.406774,-0.723203,-0.184577,1.075270,-1.884616,3.253481
-2.834524,1.276785,0.608823,0.686722,0.204942,-0.534525
-1.204314,1.822579,1.231323,-0.367569,-0.018546,-1.015838
-1.314065,1.764154,-0.752652,-0.544283,1.158084,-0.284011
-2.283019,-0.498022,-1.266484,0.375981,1.268462,-0.455987
-5.366214,1.316590,0.831319,-0.115359,0.903733,4.098307
2.344050,1.116548,0.789736,-0.368300,-0.595948,0.334992
2.158961,0.685660,0.387177,-1.046956,-0.997247,-1.230301
-0.681216,-1.235828,1.693195,0.549376,-1.647229,-0.843732
-1.597785,-1.606143,-2.230282,3.132627,1.291358,-1.569618
-0.037364,0.793447,-1.131581,3.070923,0.510351,-0.516939
0.013004,1.817133,1.037047,-2.038281,-0.670888,-1.923371
-1.780715,-0.159982,-0.459847,-0.618720,0.289502,-0.156630
-0.306029,-0.663369,1.843147,-1.496307,-1.122824,-0.692978
1.190534,-3.119512,-1.042554,-0.593279,0.538860,1.547806
0.348758,-1.951107,0.709799,2.653933,-2.200324,3.009428
-0.653601,0.746773,0.281544,-0.718777,1.284018,0.529749
0.352194,-0.232871,0.102389,-0.277370,0.448235,-0.257463
0.655832,-0.636986,0.106757,0.513987,-1.013631,-0.478999
1.325094,-2.238890,-0.297488,-0.227871,0.401393,1.928888
2.533559,-2.314420,1.939806,-2.718873,-1.326835,2.736765
1.261098,-2.270365,-0.263712,-2.600370,2.088482,-2.878057
1.924508,1.304661,-1.708768,-2.123865,1.281655,-2.124178
-2.855497,0.202554,-0.193017,-0.363848,-0.049195,1.438019
