2.039910,4.267135,-0.924467
2.935995,-1.335127,-2.757422
-3.297530,8.597525,-1.606455
-1.019146,0.042547,-1.005462
0.092110,3.427795,-0.162666
-2.320030,-0.591999,0.868074
3.401220,-2.875110,-0.110105
3.057797,1.650325,1.629914
2.411307,0.120335,-1.738924
-1.448736,2.373756,-0.103981
5.668001,-6.655307,0.490575
-0.386572,-10.738441,2.225717
-0.170269,5.173481,0.043480
2.282742,-7.938220,1.764954
-3.458018,0.360059,1.149579
2.578951,3.966470,-1.679927
4.727990,-4.350170,-1.577143
0.664645,-4.764175,-2.455045
2.848918,4.673329,-0.764580
0.186830,-1.352175,0.155469
-5.164087,0.449209,-0.800725
-1.664089,4.435870,-0.557749
-3.305268,13.361106,0.643320
-0.463178,-2.679366,-3.425833
-3.346574,-6.112163,2.809158
1.423957,-7.750381,1.893638
1.173055,-2.491635,0.440218
-1.259758,6.548246,1.286024
-1.267959,-0.546351,0.180605
-0.542311,-1.457644,2.192135
2.477348,-3.153585,1.695574
0.423687,-1.296144,1.292809
-0.330072,0.226304,0.484382
-1.747366,1.359447,0.473023
-1.244932,-3.137870,-1.356951
-1.606864,2.473623,0.778294
-1.147557,2.530546,1.166141
-0.138521,-4.837162,5.193839
3.096627,-5.834696,0.365328
-1.721224,-4.185896,-2.976762
0.850570,-8.054969,-1.350737
-1.293192,2.104348,3.197176
-0.973067,7.579254,2.508094
4.706606,-0.489333,-2.383632
1.194845,3.989913,0.419072
0.008637,0.164472,-0.274056
0.016207,8.463272,0.004940
-2.812347,-8.213466,5.886640
-6.520966,-3.772976,2.926496
2.081963,0.718241,-2.243602
-2.577313,3.366715,1.313603
-0.188063,-0.053635,2.098484
-0.425337,-9.791940,-1.844494
-2.280422,0.838856,1.883310
-1.887508,4.503873,1.433388
-2.650279,-2.204029,1.611180
-2.546384,4.321560,-3.573699
-1.086885,4.143218,-5.073968
-2.301849,-0.531041,2.569619
-1.655747,1.208029,-0.419435
-0.479884,5.998386,-2.364808
-2.126889,2.457986,1.457816
-1.423039,-4.679480,-1.167849
5.374572,-7.128269,-2.608556
-4.717168,-1.556830,-2.209323
-3.612772,8.438279,1.178006
2.833257,1.887963,-7.116223
-4.835727,2.063005,-0.379832
-2.757772,1.459235,1.850055
-1.828088,-2.163727,3.016018
1.084305,0.851991,-6.801736
1.746834,3.256082,-0.722437
1.061950,1.452959,-0.878871
-1.307132,-4.273369,3.261028
4.236963,-5.520568,-1.191741
4.736796,-2.829082,-1.081018
0.621433,-3.162149,-2.466003
-4.383805,3.329929,-0.788749
5.270265,1.346468,0.488944
1.837112,2.707011,-0.510132
-2.200246,2.852050,3.508621
-1.879409,-1.167957,-1.231594
4.637018,1.746646,0.538136
3.498353,-7.120844,3.275989
5.382947,0.302261,-3.397367
-0.537234,-2.482462,-2.976031
-1.752969,-0.838507,0.033076
0.318365,0.007656,-0.863505
-3.329774,11.121062,2.617045
-0.672392,-0.177087,2.922317
-4.784542,-0.411289,-0.404030
2.517119,-0.361703,-0.191438
-4.134105,3.042992,2.090250
-0.440548,-3.038082,-0.773684
-2.045506,-7.179445,-1.169679
1.111617,-1.984814,1.011998
2.835791,1.957579,-0.463583
-5.223547,3.115236,-1.505278
1.374687,5.946442,-0.907238
2.348551,3.119712,-0.656184
