0.496714,-0.138264,0.647689,1.523030,-0.234153,0.572413,-0.107484,0.642742,1.587302,-0.269019,0.509237,-0.132599,0.713977,1.520893,-0.193780
-0.234137,1.579213,0.767435,-0.469474,0.542560,-0.326353,1.408196,0.834917,-0.336559,0.507634,-0.277078,1.632182,0.884782,-0.544196,0.540140
-0.463418,-0.465730,0.241962,-1.913280,-1.724918,-0.376457,-0.600548,0.129690,-1.893628,-1.757081,-0.451188,-0.472780,0.260064,-2.155704,-1.815288
-0.562288,-1.012831,0.314247,-0.908024,-1.412304,-0.426724,-0.938505,0.352488,-0.837124,-1.204629,-0.507958,-0.964181,0.184564,-0.819620,-1.379868
1.465649,-0.225776,0.067528,-1.424748,-0.544383,1.506992,-0.208690,0.084173,-1.433722,-0.506189,1.470535,-0.219329,0.107497,-1.351064,-0.662287
0.110923,-1.150994,0.375698,-0.600639,-0.291694,0.298602,-1.169392,0.424943,-0.456627,-0.248690,0.114982,-1.348540,0.310562,-0.628771,-0.172926
-0.601707,1.852278,-0.013497,-1.057711,0.822545,-0.679086,1.854122,0.015420,-1.125350,0.925573,-0.671906,1.758345,-0.066359,-1.051012,0.776083
-1.220844,0.208864,-1.959670,-1.328186,0.196861,-1.345309,0.243622,-1.714140,-1.148092,0.220740,-1.287134,0.194455,-1.901034,-1.276592,0.216977
0.738467,0.171368,-0.115648,-0.301104,-1.478522,0.560595,0.117392,-0.179422,-0.305119,-1.504426,0.598206,0.050399,0.008180,-0.457358,-1.450193
-0.719844,-0.460639,1.057122,0.343618,-1.763040,-0.570240,-0.538469,1.004023,0.200541,-1.782675,-0.544887,-0.400646,1.059249,0.290713,-1.788931
0.324084,-0.385082,-0.676922,0.611676,1.031000,0.389521,-0.365498,-0.739236,0.624487,1.023839,0.199698,-0.232007,-0.646039,0.691103,1.089669
0.931280,-0.839218,-0.309212,0.331263,0.975545,0.925722,-0.937055,-0.364760,0.263158,0.971823,0.861990,-0.717341,-0.138991,0.205834,0.928055
-0.479174,-0.185659,-1.106335,-1.196207,0.812526,-0.451177,-0.144834,-1.170074,-1.112142,0.885289,-0.551015,-0.207003,-1.082260,-1.166851,0.899656
1.356240,-0.072010,1.003533,0.361636,-0.645120,1.243691,-0.242268,1.122435,0.296374,-0.639925,1.445732,0.077062,1.263701,0.225978,-0.779718
0.361396,1.538037,-0.035826,1.564644,-2.619745,0.605971,1.640952,0.106224,1.520025,-2.546481,0.331901,1.552903,0.020725,1.611287,-2.607107
0.821903,0.087047,-0.299007,0.091761,-1.987569,0.834825,0.134307,-0.356082,-0.097193,-1.995641,0.946677,0.053338,-0.475084,0.088197,-1.793676
-0.219672,0.357113,1.477894,-0.518270,-0.808494,-0.208732,0.382716,1.394658,-0.563501,-0.800630,-0.287021,0.295772,1.553228,-0.679783,-0.908527
-0.501757,0.915402,0.328751,-0.529760,0.513267,-0.429180,1.013671,0.375893,-0.772148,0.313447,-0.473858,0.885155,0.366867,-0.413286,0.445493
0.097078,0.968645,-0.702053,-0.327662,-0.392108,0.145178,1.135192,-0.757275,-0.486052,-0.300475,0.013543,0.929827,-0.573078,-0.401121,-0.340717
-1.463515,0.296120,0.261055,0.005113,-0.234587,-1.441127,0.397557,0.324348,0.081155,-0.199938,-1.249000,0.313162,0.328373,-0.075912,-0.216629
-1.415371,-0.420645,-0.342715,-0.802277,-0.161286,-1.494418,-0.604733,-0.322422,-0.723697,-0.061485,-1.534131,-0.404588,-0.356560,-0.782220,-0.126223
0.404051,1.886186,0.174578,0.257550,-0.074446,0.451198,1.758228,0.023003,0.300096,-0.364071,0.435033,1.886491,0.052148,0.372414,-0.025527
-1.918771,-0.026514,0.060230,2.463242,-0.192361,-1.730569,-0.088996,0.214981,2.366544,0.016477,-1.855394,0.017180,0.039328,2.361660,-0.128889
0.301547,-0.034712,-1.168678,1.142823,0.751933,0.436089,-0.032103,-0.989090,1.138052,0.737974,0.342927,0.084353,-1.253730,1.148991,0.862903
0.791032,-0.909387,1.402794,-1.401851,0.586857,0.950351,-0.857622,1.341515,-1.402211,0.697675,0.772503,-0.814432,1.344742,-1.358969,0.627839
2.190456,-0.990536,-0.566298,0.099651,-0.503476,2.139334,-1.063111,-0.605068,-0.016185,-0.607466,2.177474,-1.139026,-0.507440,0.168962,-0.527601
-1.550663,0.068563,-1.062304,0.473592,-0.919424,-1.649624,0.087240,-1.033717,0.623932,-0.858147,-1.546282,-0.186829,-0.895313,0.491237,-0.852167
1.549934,-0.783253,-0.322062,0.813517,-1.230864,1.537356,-0.858792,-0.288616,0.901253,-1.336206,1.535234,-0.689821,-0.282594,0.776814,-1.040876
0.227460,1.307143,-1.607483,0.184634,0.259883,0.233032,1.245991,-1.541629,0.162537,0.197506,0.323848,1.170455,-1.727072,0.101875,0.246619
0.781823,-1.236951,-1.320457,0.521942,0.296985,0.891242,-1.377617,-1.119436,0.524630,0.488388,1.002875,-1.259427,-1.275996,0.530556,0.199532
0.250493,0.346448,-0.680025,0.232254,0.293072,0.081246,0.254125,-0.697719,0.253092,0.274004,0.194744,0.229437,-0.560362,0.125040,0.403781
-0.714351,1.865775,0.473833,-1.191303,0.656554,-0.561396,1.730606,0.394003,-1.395477,0.678297,-0.851332,1.685576,0.412855,-1.483439,0.644515
