-0.205091,-0.464655,2.153950
-0.346196,-0.479708,-2.410872
-0.852621,1.895964,-0.520375
-0.305905,1.213909,1.829492
2.031479,-0.084188,-1.913728
2.035095,0.026922,1.638398
-1.528399,0.489203,-4.306045
-1.677935,0.843029,-3.158796
-1.229854,0.701784,-1.867646
-2.169542,1.345852,2.498160
1.612012,-0.448589,0.642834
2.977327,-1.928195,0.891161
1.137298,-0.020188,-2.195380
0.771045,-0.223098,0.830302
-6.351684,1.710429,-2.274963
-1.653774,0.908733,-1.177401
-1.286190,0.908601,0.471993
-0.208701,0.498305,-1.375982
-1.860213,0.756499,-3.132287
-2.560101,0.881434,0.519614
-1.179239,1.505391,0.725811
-2.110800,0.296962,-3.618416
-4.114319,0.840768,4.722494
-0.341488,-1.078126,-0.592036
4.342905,-0.596290,0.982391
2.600471,-0.992405,-0.339949
-4.032171,1.894273,0.035786
0.786930,0.177505,0.605722
-2.412573,-0.118418,-4.003368
1.719732,-0.528475,0.941852
-0.389988,-0.265841,-1.582402
-1.189119,0.393894,-3.174823
0.962036,-0.252073,-0.633193
-0.558762,-0.224246,-0.123464
0.252550,0.641452,2.679564
5.521942,-3.096288,1.122612
0.653527,-0.210370,0.126718
-1.402852,0.378766,-3.483924
-0.703480,0.094618,-2.227990
-0.198137,0.169378,1.045353
-3.322511,0.921630,0.515219
3.370819,-2.499828,2.000683
-1.057830,-0.442046,-0.955107
2.652152,-0.599146,-0.069889
5.431720,-1.875333,0.315721
2.238482,-0.581682,-3.627598
1.961752,-0.979604,-0.067086
4.821624,-1.294111,2.957885
-3.085580,1.371538,2.347261
-0.858392,0.052797,2.947117
-4.122053,0.692628,3.141531
-1.393529,0.615864,-1.726975
-1.716843,1.603145,-3.564988
-3.005487,1.350098,-4.522690
2.497102,-0.565684,2.603647
-0.917921,-0.446810,-1.659534
4.107005,-0.852578,-0.251362
-2.601609,1.548379,2.298892
-0.148762,-0.380606,1.292483
-1.407476,0.130724,0.556565
-0.498283,-0.313756,3.132038
-2.283279,0.613400,-2.733214
0.232432,-0.710679,0.249396
-1.045823,-0.030995,-1.466606
-3.769584,0.200481,0.202962
-2.215221,0.446508,0.575016
2.952745,-0.827727,1.075379
-0.372738,0.341982,1.651095
-0.952520,0.690867,-0.143953
1.058132,0.137360,-0.290794
-0.986007,-0.096721,-2.126511
-2.830113,1.013298,1.207240
-0.480554,-0.772547,-2.908111
-1.378111,0.741800,-0.295467
2.237297,-1.907931,1.991951
-4.835246,0.417141,1.309305
-1.788249,1.189581,-1.370306
-0.414943,0.345274,2.243617
-2.050092,-0.602271,0.836438
3.827199,-1.083732,4.965719
