0.496714,-0.138264,0.647689,1.523030,-0.234153,-0.234137,1.579213,0.767435,-0.469474,0.542560,-0.463418,-0.465730,-4.395002,2.537428,0.380446,-0.759249,1.714317,3.049277,-5.603823,0.868527,-2.853298,0.998221,0.255854,1.271453,-0.998495
0.241962,-1.913280,-1.724918,-0.562288,-1.012831,0.314247,-0.908024,-1.412304,1.465649,-0.225776,0.067528,-1.424748,-3.746480,-0.900736,0.813695,2.030785,-2.343663,2.054121,-1.295745,0.724900,-1.019788,0.364341,1.783755,-2.454028,-1.359812
-0.544383,0.110923,-1.150994,0.375698,-0.600639,-0.291694,-0.601707,1.852278,-0.013497,-1.057711,0.822545,-1.220844,0.369925,4.803167,-1.726379,4.080268,4.008847,-0.194622,-0.596305,-1.384130,-0.136405,-2.813439,-0.152478,2.993761,-1.222170
0.208864,-1.959670,-1.328186,0.196861,0.738467,0.171368,-0.115648,-0.301104,-1.478522,-0.719844,-0.460639,1.057122,-0.481449,-3.402281,0.748124,0.528963,0.127405,-0.433654,-0.585516,1.003800,-0.057633,0.629944,0.429966,2.246855,1.353988
0.343618,-1.763040,0.324084,-0.385082,-0.676922,0.611676,1.031000,0.931280,-0.839218,-0.309212,0.331263,0.975545,0.385724,3.036844,0.840537,2.609925,1.213885,-3.683838,2.609670,0.270352,-0.103910,0.562697,-0.689966,0.454058,-1.183752
-0.479174,-0.185659,-1.106335,-1.196207,0.812526,1.356240,-0.072010,1.003533,0.361636,-0.645120,0.361396,1.538037,2.548545,-0.227176,-0.765168,-1.849852,0.537552,0.374214,0.776849,-2.054504,-3.202362,1.251183,2.969284,-2.052707,3.178883
-0.035826,1.564644,-2.619745,0.821903,0.087047,-0.299007,0.091761,-1.987569,-0.219672,0.357113,1.477894,-0.518270,0.567822,-0.014126,-0.795097,-2.769036,1.975457,-1.551213,-1.559613,1.983853,-3.765967,-3.047196,-0.036268,0.586569,0.969469
-0.808494,-0.501757,0.915402,0.328751,-0.529760,0.513267,0.097078,0.968645,-0.702053,-0.327662,-0.392108,-1.463515,-0.603597,5.060739,-0.455785,-0.461572,-1.593973,0.247814,1.229922,2.407156,-2.978569,-0.491991,0.893407,1.174115,0.013097
0.296120,0.261055,0.005113,-0.234587,-1.415371,-0.420645,-0.342715,-0.802277,-0.161286,0.404051,1.886186,0.174578,1.084848,-1.617928,3.115811,1.985256,-2.689856,-2.150206,-2.093844,1.355940,-2.569456,-0.662049,0.909409,-0.132332,0.517775
0.257550,-0.074446,-1.918771,-0.026514,0.060230,2.463242,-0.192361,0.301547,-0.034712,-1.168678,1.142823,0.751933,-2.131605,1.189709,-1.226424,-0.649239,0.475463,0.206156,0.047960,-1.501254,-0.599099,0.004367,-2.750170,-0.925066,0.775360
0.791032,-0.909387,1.402794,-1.401851,0.586857,2.190456,-0.990536,-0.566298,0.099651,-0.503476,-1.550663,0.068563,-2.554873,2.313163,2.539227,-2.490301,2.715239,-0.287163,0.837029,-0.993302,1.846090,0.812188,-1.628307,-2.330404,-2.920605
-1.062304,0.473592,-0.919424,1.549934,-0.783253,-0.322062,0.813517,-1.230864,0.227460,1.307143,-1.607483,0.184634,0.375884,1.144943,1.301931,-0.235962,-2.313993,-1.364150,2.304697,-0.969257,0.286835,-2.151301,0.673166,-0.915369,2.093425
0.259883,0.781823,-1.236951,-1.320457,0.521942,0.296985,0.250493,0.346448,-0.680025,0.232254,0.293072,-0.714351,1.547115,-0.991412,-0.253328,-1.102232,-2.838866,-1.714885,0.396435,0.650519,0.297096,-0.603466,1.866133,0.127084,1.406508
1.865775,0.473833,-1.191303,0.656554,-0.974682,0.787085,1.158596,-0.820682,0.963376,0.412781,0.822060,1.896793,-3.547550,-7.844801,0.567576,-2.849531,-0.424903,-0.604194,3.174801,0.799993,0.331718,1.673982,0.736995,-0.915354,2.142952
-0.245388,-0.753736,-0.889514,-0.815810,-0.077102,0.341152,0.276691,0.827183,0.013002,1.453534,-0.264657,2.720169,-2.219500,0.646494,-3.095140,0.407888,0.385979,3.352910,-3.129948,-1.201774,1.645365,0.670635,0.360610,-1.912271,-1.181637
