-2.734739,-7.237235,-2.321429,0.621274,-1.576218,-1.160899,0.030468,4.805114,0.040944,5.954037
2.063704,0.180322,3.855979,2.163892,2.372776,-1.653895,-0.348637,1.482542,-2.728254,0.206092
2.809488,-2.976601,5.983329,7.703260,5.545794,-3.923363,3.199943,-0.731312,4.844673,1.044188
4.071679,4.346855,-0.163471,-2.330781,2.917484,0.650563,-0.237916,-0.586901,1.149625,-1.501575
-3.783194,0.682633,5.874306,4.109046,-0.632255,-2.111047,-1.591693,-1.880750,-1.457477,1.063000
-5.105336,-1.845495,-2.135628,-2.410853,-3.924514,1.634496,0.414996,0.867446,-1.260732,-0.239374
0.024038,-2.736186,-5.563627,3.497054,-2.009570,-0.593702,-0.987773,2.074908,-0.403949,2.171165
-0.504294,0.443500,-5.120796,-0.151654,1.299467,4.439324,-1.398777,-4.583817,3.198797,-0.001339
-3.874248,-0.110338,1.287436,4.351596,-4.425438,-0.719587,-8.277364,-1.321539,0.089438,-0.080467
-3.402343,-3.752331,2.090056,0.160636,0.473115,-1.150871,0.695675,-2.987891,3.478232,-0.822395
-0.528232,-1.382930,-2.580059,-5.089250,-5.011659,0.416814,4.462469,6.978477,-0.182604,1.417593
2.922554,2.897921,-3.574579,-9.921884,-0.585097,1.764658,4.572640,-1.704008,-1.479579,-4.781477
-4.813619,-4.078005,3.058229,-0.889195,-3.624384,-1.597864,-2.527513,2.413153,-0.025513,0.102089
-0.887323,4.323817,-4.440655,-10.195972,-4.550185,5.423327,-1.854604,2.505022,-2.999475,-3.691298
-0.237006,-3.755504,2.580743,-2.775678,6.301997,-0.950390,1.486947,-3.865550,-0.173182,-1.320448
0.252246,-1.932310,-4.121201,-6.309883,0.649979,2.952027,6.410931,-0.793566,0.493827,-1.656710
8.792534,2.447599,-2.494763,1.530485,-0.992967,-0.857538,-2.588823,1.353705,-1.687153,5.016837
2.327335,-0.986807,5.062498,9.386812,0.640305,-2.850329,-3.427483,2.313440,7.825378,2.176013
-1.998497,-2.043153,-1.076806,-10.431074,-3.165150,0.502371,0.417053,0.747206,-0.070983,-3.121372
7.531536,6.981855,-0.642371,1.351379,1.335666,0.666812,-2.446269,3.180698,0.315705,0.957081
3.833112,4.449741,-0.166876,-2.133743,-1.879704,-1.983055,-0.539121,3.915839,-0.407146,0.517950
1.841119,1.491946,-2.834739,-1.408687,-3.382137,0.224998,-6.697653,1.943678,0.633101,1.846314
0.857550,-0.445768,-1.926817,3.056195,-1.993812,-0.364537,-4.752310,0.471350,0.746935,2.165484
-3.247451,-1.763889,-1.398538,1.342398,-3.575676,-0.703461,-0.308108,2.943940,-1.468597,2.011911
1.816727,2.400001,-0.107323,-6.570186,-0.654891,2.924892,3.574391,-1.307425,-1.505502,-3.560853
8.934675,1.725423,4.360028,5.762052,2.936004,-4.733960,1.995625,-1.931130,0.428371,0.328056
